date,decision_date,cutoff_at,plan_reason,metadata,submission_status,official_whitelist_status,active_share_status
2012-12-28,2013-01-02,2013-01-02 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-02,2013-01-03,2013-01-03 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-03,2013-01-04,2013-01-04 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-04,2013-01-07,2013-01-07 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-07,2013-01-08,2013-01-08 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-08,2013-01-09,2013-01-09 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-09,2013-01-10,2013-01-10 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-10,2013-01-11,2013-01-11 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-11,2013-01-14,2013-01-14 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-14,2013-01-15,2013-01-15 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-15,2013-01-16,2013-01-16 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-16,2013-01-17,2013-01-17 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2013-01-17,2013-01-18,2013-01-18 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
